protein_accessions	count	number_accessions_group
['GCA_250888']	2	1
['GCA_173786']	2	1
['GCA_233185', 'GCA_104725']	2	2
['GCA_243637']	2	1
['GCA_252571']	2	1
['GCA_23947']	2	1
['GCA_93031']	2	1
['GCA_48834', 'GCA_276177']	2	2
['GCA_229343']	2	1
['GCA_181191']	2	1
['GCA_95887']	2	1
['GCA_253547']	2	1
['GCA_260523']	2	1
['GCA_305138']	2	1
['GCA_150311']	2	1
['GCA_97354']	2	1
['GCA_227470']	2	1
['GCA_137222', 'GCA_137219', 'GCA_137218']	2	3
['GCA_295603']	2	1
['GCA_277175']	1	1
['GCA_212274']	1	1
['GCA_152560']	1	1
['GCA_192338']	1	1
['GCA_298411']	1	1
['GCA_149491']	1	1
['GCA_130315']	1	1
['GCA_228436']	1	1
['GCA_201327']	1	1
['GCA_109172']	1	1
['GCA_48336']	1	1
['GCA_217661']	1	1
['GCA_164399']	1	1
['GCA_167894']	1	1
['GCA_191305', 'GCA_191305']	1	2
['GCA_313790']	1	1
['GCA_192526']	1	1
['GCA_96298']	1	1
['GCA_234987', 'GCA_234986']	1	2
['GCA_8297']	1	1
['GCA_224108']	1	1
['GCA_289132']	1	1
['GCA_142958']	1	1
['GCA_295559']	1	1
['GCA_243694']	1	1
['GCA_139351']	1	1
['GCA_209049']	1	1
['GCA_170199']	1	1
['GCA_222640']	1	1
['GCA_232843']	1	1
['GCA_196901']	1	1
['GCA_240343']	1	1
['GCA_140091']	1	1
['GCA_132067']	1	1
['GCA_283482']	1	1
['GCA_95821', 'GCA_185737', 'GCA_129509']	1	3
['GCA_283228']	1	1
['GCA_141421']	1	1
['GCA_223341']	1	1
['GCA_315440']	1	1
['GCA_98025']	1	1
['GCA_150556']	1	1
['GCA_182453']	1	1
['GCA_265282']	1	1
['GCA_296620']	1	1
['GCA_250349']	1	1
['GCA_271608']	1	1
['GCA_116919']	1	1
['GCA_315626']	1	1
['GCA_275748']	1	1
['GCA_159564']	1	1
['GCA_291293']	1	1
['GCA_152885']	1	1
['GCA_130720']	1	1
['GCA_270093']	1	1
['GCA_268442']	1	1
['GCA_251189']	1	1
['GCA_262812']	1	1
['GCA_154728']	1	1
['GCA_232648']	1	1
['GCA_289781', 'GCA_289779']	1	2
['GCA_141459']	1	1
['GCA_277865']	1	1
['GCA_117755']	1	1
['GCA_123784']	1	1
['GCA_174747']	1	1
['GCA_89316', 'GCA_277299', 'GCA_117094']	1	3
['GCA_280892']	1	1
['GCA_202880']	1	1
['GCA_138968']	1	1
['GCA_116350']	1	1
['GCA_141195']	1	1
['GCA_120166']	1	1
['GCA_259488']	1	1
['GCA_125899']	1	1
['GCA_263909']	1	1
['GCA_195160']	1	1
['GCA_243268']	1	1
['GCA_225314', 'GCA_187977']	1	2
['GCA_266898']	1	1
['GCA_228464', 'GCA_158989']	1	2
['GCA_47726']	1	1
['GCA_5159']	1	1
['GCA_316602']	1	1
['GCA_25662']	1	1
['GCA_151969']	1	1
['GCA_93976']	1	1
['GCA_247757']	1	1
['GCA_271966']	1	1
['GCA_252207']	1	1
['GCA_223065', 'GCA_130088']	1	2
['GCA_304497']	1	1
['GCA_169403']	1	1
['GCA_90841']	1	1
['GCA_258818']	1	1
['GCA_279461']	1	1
['GCA_281975', 'GCA_281972']	1	2
['GCA_217064']	1	1
['GCA_180777']	1	1
['GCA_154533']	1	1
['GCA_194490']	1	1
['GCA_291686']	1	1
['GCA_30267']	1	1
['GCA_279576']	1	1
['GCA_119226']	1	1
['GCA_277990']	1	1
['GCA_85422']	1	1
['GCA_144631']	1	1
['GCA_139069']	1	1
['GCA_237849']	1	1
['GCA_150539']	1	1
['GCA_157724']	1	1
['GCA_112429']	1	1
['GCA_92118']	1	1
['GCA_254788', 'GCA_118159']	1	2
['GCA_113219']	1	1
['GCA_313454']	1	1
['GCA_24690']	1	1
['GCA_91203', 'GCA_225271']	1	2
['GCA_16829']	1	1
['GCA_169788']	1	1
['GCA_240939', 'GCA_118333']	1	2
['GCA_251329']	1	1
['GCA_242909']	1	1
['GCA_313217']	1	1
['GCA_235710']	1	1
['GCA_187058']	1	1
['GCA_241199', 'GCA_241197']	1	2
['GCA_193563']	1	1
['GCA_245504']	1	1
['GCA_197280']	1	1
['GCA_92960']	1	1
['GCA_166914']	1	1
['GCA_139684', 'GCA_134415']	1	2
['GCA_275628']	1	1
['GCA_152287']	1	1
['GCA_2060']	1	1
['GCA_186042']	1	1
['GCA_148271']	1	1
['GCA_207756']	1	1
['GCA_239874']	1	1
['GCA_298248']	1	1
['GCA_94338']	1	1
['GCA_133071', 'GCA_133070']	1	2
['GCA_141342']	1	1
['GCA_256724']	1	1
['GCA_111889']	1	1
['GCA_178974']	1	1
['GCA_117575']	1	1
['GCA_143622']	1	1
['GCA_151211']	1	1
['GCA_253308']	1	1
['GCA_113684']	1	1
['GCA_193669']	1	1
['GCA_189417', 'GCA_189416']	1	2
['GCA_98959', 'GCA_144862']	1	2
['GCA_105785']	1	1
['GCA_128710', 'GCA_128709']	1	2
['GCA_189643', 'GCA_189642']	1	2
['GCA_271228', 'GCA_271227']	1	2
['GCA_265093']	1	1
['GCA_208262']	1	1
['GCA_197114', 'GCA_148641']	1	2
['GCA_239084']	1	1
['GCA_195928']	1	1
['GCA_202600', 'GCA_19754']	1	2
['GCA_118316']	1	1
['GCA_146979']	1	1
['GCA_194090']	1	1
['GCA_70092', 'GCA_70085']	1	2
['GCA_90237']	1	1
['GCA_89230']	1	1
['GCA_148057', 'GCA_148056']	1	2
['GCA_10952']	1	1
['GCA_224571']	1	1
['GCA_242641']	1	1
['GCA_218596']	1	1
['GCA_125884']	1	1
['GCA_295129']	1	1
['GCA_246944']	1	1
['GCA_173549']	1	1
['GCA_110353']	1	1
['GCA_248164']	1	1
['GCA_238285']	1	1
['GCA_519']	1	1
['GCA_283898']	1	1
['GCA_306834']	1	1
['GCA_269088']	1	1
['GCA_226134']	1	1
['GCA_139682']	1	1
['GCA_36190']	1	1
['GCA_122542']	1	1
['GCA_304852', 'GCA_304851']	1	2
['GCA_289307', 'GCA_281411']	1	2
['GCA_225479']	1	1
['GCA_163202']	1	1
['GCA_112999']	1	1
['GCA_146263']	1	1
['GCA_252333']	1	1
['GCA_181413']	1	1
['GCA_222902']	1	1
['GCA_111900']	1	1
['GCA_230852']	1	1
['GCA_110972']	1	1
['GCA_143146']	1	1
['GCA_278713']	1	1
['GCA_250729']	1	1
['GCA_171574']	1	1
['GCA_217820']	1	1
['GCA_205803']	1	1
['GCA_218551']	1	1
['GCA_264738', 'GCA_264737']	1	2
['GCA_80']	1	1
['GCA_266969']	1	1
['GCA_245922']	1	1
['GCA_148932']	1	1
['GCA_107466']	1	1
['GCA_170746']	1	1
['GCA_290745']	1	1
['GCA_111295']	1	1
['GCA_217745']	1	1
['GCA_162997']	1	1
['GCA_286258']	1	1
['GCA_159385']	1	1
['GCA_36728']	1	1
['GCA_286015']	1	1
['GCA_216593']	1	1
['GCA_285484', 'GCA_170551']	1	2
['GCA_162973']	1	1
['GCA_298999']	1	1
['GCA_249226']	1	1
['GCA_105883']	1	1
['GCA_269499']	1	1
['GCA_274675']	1	1
['GCA_207891']	1	1
['GCA_274626', 'GCA_199893', 'GCA_160488']	1	3
['GCA_233115']	1	1
['GCA_18800']	1	1
['GCA_268097']	1	1
['GCA_223762']	1	1
['GCA_237817']	1	1
['GCA_107400']	1	1
['GCA_130401']	1	1
['GCA_179302', 'GCA_179301']	1	2
['GCA_142920']	1	1
['GCA_171669']	1	1
['GCA_215447']	1	1
['GCA_22181']	1	1
['GCA_271277']	1	1
['GCA_298355']	1	1
['GCA_67970']	1	1
['GCA_136552']	1	1
['GCA_29113']	1	1
['GCA_244449']	1	1
['GCA_80428']	1	1
['GCA_150211']	1	1
['GCA_279136']	1	1
['GCA_130708']	1	1
['GCA_231609']	1	1
['GCA_183305']	1	1
['GCA_269634']	1	1
['GCA_33070']	1	1
['GCA_209794']	1	1
['GCA_313444']	1	1
['GCA_92860']	1	1
['GCA_289018']	1	1
['GCA_80024']	1	1
['GCA_228600']	1	1
['GCA_101083']	1	1
['GCA_89593', 'GCA_89592', 'GCA_116063', 'GCA_116062']	1	4
['GCA_209389']	1	1
['GCA_293091']	1	1
['GCA_283258']	1	1
['GCA_99319']	1	1
['GCA_120179']	1	1
['GCA_36004']	1	1
['GCA_40097']	1	1
['GCA_282974']	1	1
['GCA_137076']	1	1
['GCA_318001']	1	1
['GCA_7207']	1	1
['GCA_87964']	1	1
['GCA_209670']	1	1
['GCA_295151', 'GCA_215205']	1	2
['GCA_30743', 'GCA_142808', 'GCA_108114']	1	3
['GCA_232502']	1	1
['GCA_279512']	1	1
['GCA_281177']	1	1
['GCA_170377']	1	1
['GCA_172068']	1	1
['GCA_126463']	1	1
['GCA_131701']	1	1
['GCA_66701']	1	1
['GCA_221033', 'GCA_111406']	1	2
['GCA_134281', 'GCA_134278']	1	2
['GCA_87214']	1	1
['GCA_164005']	1	1
['GCA_96238']	1	1
['GCA_178497']	1	1
['GCA_52833']	1	1
['GCA_180899']	1	1
['GCA_112330']	1	1
['GCA_278354']	1	1
['GCA_113734']	1	1
['GCA_134529']	1	1
['GCA_218077']	1	1
['GCA_266538']	1	1
['GCA_141832']	1	1
['GCA_140658']	1	1
['GCA_234454']	1	1
['GCA_302898']	1	1
['GCA_155008']	1	1
['GCA_234883', 'GCA_167312']	1	2
['GCA_107567']	1	1
['GCA_53626', 'GCA_222836', 'GCA_121636']	1	3
['GCA_310476', 'GCA_310475']	1	2
['GCA_89426', 'GCA_89425', 'GCA_104983']	1	3
['GCA_283297']	1	1
['GCA_5028']	1	1
['GCA_79940']	1	1
['GCA_263217']	1	1
['GCA_119857', 'GCA_119856']	1	2
['GCA_30920']	1	1
['GCA_175779']	1	1
['GCA_297852']	1	1
['GCA_190410']	1	1
['GCA_149164']	1	1
['GCA_142220', 'GCA_135612']	1	2
['GCA_217297']	1	1
['GCA_262790']	1	1
['GCA_315598']	1	1
['GCA_240220']	1	1
['GCA_211456']	1	1
['GCA_89348', 'GCA_253896', 'GCA_237947']	1	3
['GCA_149624']	1	1
['GCA_83223', 'GCA_171121']	1	2
['GCA_236475']	1	1
['GCA_140818']	1	1
['GCA_151650']	1	1
['GCA_226862']	1	1
['GCA_112720']	1	1
['GCA_245009']	1	1
['GCA_229092']	1	1
['GCA_81656']	1	1
['GCA_178276']	1	1
['GCA_33983']	1	1
['GCA_164684']	1	1
['GCA_283648']	1	1
['GCA_120763']	1	1
['GCA_159634']	1	1
['GCA_9817']	1	1
['GCA_97099', 'GCA_162309']	1	2
['GCA_296301']	1	1
['GCA_115669']	1	1
['GCA_11978']	1	1
['GCA_115588']	1	1
['GCA_131399', 'GCA_131397']	1	2
['GCA_169513']	1	1
['GCA_163409']	1	1
['GCA_234662']	1	1
['GCA_232578']	1	1
['GCA_193542']	1	1
['GCA_160623']	1	1
['GCA_114332']	1	1
['GCA_234835']	1	1
['GCA_179787']	1	1
['GCA_297680']	1	1
['GCA_280776']	1	1
['GCA_277303']	1	1
['GCA_133025']	1	1
['GCA_276032']	1	1
['GCA_216463']	1	1
['GCA_227185', 'GCA_101067']	1	2
['GCA_172360']	1	1
['GCA_318201']	1	1
['GCA_138517']	1	1
['GCA_147500']	1	1
['GCA_40837']	1	1
['GCA_258011']	1	1
['GCA_298202']	1	1
['GCA_157594']	1	1
['GCA_182359']	1	1
['GCA_3421']	1	1
['GCA_225512']	1	1
['GCA_214416']	1	1
['GCA_173446']	1	1
['GCA_167126']	1	1
['GCA_234679']	1	1
['GCA_214915']	1	1
['GCA_135202']	1	1
['GCA_136048']	1	1
['GCA_301479']	1	1
['GCA_170058']	1	1
['GCA_96998']	1	1
['GCA_129269']	1	1
['GCA_273026']	1	1
['GCA_203887']	1	1
['GCA_64056']	1	1
['GCA_261924']	1	1
['GCA_299646']	1	1
['GCA_219609']	1	1
['GCA_130241']	1	1
['GCA_182388']	1	1
['GCA_299762']	1	1
['GCA_203646']	1	1
['GCA_147712']	1	1
['GCA_129316', 'GCA_112265']	1	2
['GCA_170831']	1	1
['GCA_107149']	1	1
['GCA_283860']	1	1
['GCA_269852']	1	1
['GCA_210264']	1	1
['GCA_129862']	1	1
['GCA_269036']	1	1
['GCA_207843']	1	1
['GCA_306648', 'GCA_298614', 'GCA_169459', 'GCA_115419', 'GCA_114150']	1	5
['GCA_195517']	1	1
['GCA_153117']	1	1
['GCA_40745']	1	1
['GCA_86637']	1	1
['GCA_139189']	1	1
['GCA_216311']	1	1
['GCA_302925']	1	1
['GCA_217603']	1	1
['GCA_312566', 'GCA_115703']	1	2
['GCA_246246']	1	1
['GCA_168237']	1	1
['GCA_202408']	1	1
['GCA_130419']	1	1
['GCA_104957']	1	1
['GCA_192954']	1	1
['GCA_252999']	1	1
['GCA_124727']	1	1
['GCA_144144']	1	1
['GCA_228596']	1	1
['GCA_105165']	1	1
['GCA_206311']	1	1
['GCA_94074']	1	1
['GCA_171566']	1	1
['GCA_241540']	1	1
['GCA_116276']	1	1
['GCA_245534', 'GCA_127336']	1	2
['GCA_196644']	1	1
['GCA_25953']	1	1
['GCA_265224', 'GCA_265219']	1	2
['GCA_166490']	1	1
['GCA_116786']	1	1
['GCA_282375']	1	1
['GCA_147308']	1	1
['GCA_156246']	1	1
['GCA_162770']	1	1
['GCA_270929']	1	1
['GCA_278357']	1	1
['GCA_288809']	1	1
['GCA_110619']	1	1
['GCA_153984']	1	1
['GCA_255025']	1	1
['GCA_151477']	1	1
['GCA_135896']	1	1
['GCA_158609', 'GCA_158607']	1	2
['GCA_259043']	1	1
['GCA_103527']	1	1
['GCA_255584']	1	1
['GCA_190375', 'GCA_190373']	1	2
['GCA_283074', 'GCA_283073']	1	2
['GCA_127608']	1	1
['GCA_266261', 'GCA_205359']	1	2
['GCA_285504']	1	1
['GCA_107221']	1	1
['GCA_273790']	1	1
['GCA_183993']	1	1
['GCA_191552']	1	1
['GCA_170030']	1	1
['GCA_162724']	1	1
['GCA_301225']	1	1
['GCA_260880']	1	1
['GCA_286740']	1	1
['GCA_171651']	1	1
['GCA_314464']	1	1
['GCA_150349']	1	1
['GCA_131536']	1	1
['GCA_36183']	1	1
['GCA_308926', 'GCA_308924']	1	2
['GCA_101052']	1	1
['GCA_161637']	1	1
['GCA_253195']	1	1
['GCA_276254']	1	1
['GCA_57650', 'GCA_57647', 'GCA_264049', 'GCA_161700', 'GCA_157827']	1	5
['GCA_309985']	1	1
['GCA_238483']	1	1
['GCA_99892']	1	1
['GCA_225031']	1	1
['GCA_282729']	1	1
['GCA_306815', 'GCA_295967', 'GCA_180580', 'GCA_180578']	1	4
['GCA_248373']	1	1
['GCA_250032']	1	1
['GCA_278517']	1	1
['GCA_246945']	1	1
['GCA_135151']	1	1
['GCA_126538']	1	1
['GCA_239284', 'GCA_130557']	1	2
['GCA_106670']	1	1
['GCA_97974']	1	1
['GCA_102159']	1	1
['GCA_319534']	1	1
['GCA_167149']	1	1
['GCA_112953']	1	1
['GCA_106866', 'GCA_106864']	1	2
['GCA_305495']	1	1
['GCA_222623']	1	1
['GCA_282354']	1	1
['GCA_182484']	1	1
['GCA_107418']	1	1
['GCA_90218']	1	1
['GCA_87217', 'GCA_317146']	1	2
['GCA_147515']	1	1
['GCA_142820']	1	1
['GCA_153166']	1	1
['GCA_24767']	1	1
['GCA_307566']	1	1
['GCA_266893']	1	1
['GCA_174527']	1	1
['GCA_111422', 'GCA_111420', 'GCA_111419']	1	3
['GCA_219132', 'GCA_169768', 'GCA_131687']	1	3
['GCA_106031']	1	1
['GCA_183712']	1	1
['GCA_182435']	1	1
['GCA_171761']	1	1
['GCA_250060']	1	1
['GCA_297661', 'GCA_297661', 'GCA_297661']	1	3
['GCA_300012']	1	1
['GCA_266158']	1	1
['GCA_319381']	1	1
['GCA_169828']	1	1
['GCA_215662']	1	1
['GCA_175015']	1	1
['GCA_291419']	1	1
['GCA_200601', 'GCA_10667']	1	2
['GCA_90274']	1	1
['GCA_2337']	1	1
['GCA_137006']	1	1
['GCA_226216']	1	1
['GCA_92513']	1	1
['GCA_248343']	1	1
['GCA_132051']	1	1
['GCA_183878']	1	1
['GCA_30173', 'GCA_300081']	1	2
['GCA_227813']	1	1
['GCA_306886']	1	1
['GCA_157537']	1	1
['GCA_307829', 'GCA_187062']	1	2
['GCA_121625']	1	1
['GCA_170301']	1	1
['GCA_306698', 'GCA_303622', 'GCA_134180']	1	3
['GCA_241740']	1	1
['GCA_139038']	1	1
['GCA_241492']	1	1
['GCA_259975', 'GCA_259974']	1	2
['GCA_116388']	1	1
['GCA_250466']	1	1
['GCA_136438']	1	1
['GCA_248641']	1	1
['GCA_143989', 'GCA_143987']	1	2
['GCA_227039']	1	1
['GCA_246521']	1	1
['GCA_312419']	1	1
['GCA_139285']	1	1
['GCA_294599', 'GCA_158401']	1	2
['GCA_92755']	1	1
['GCA_287916']	1	1
['GCA_227056']	1	1
['GCA_114632']	1	1
['GCA_286548']	1	1
['GCA_120171']	1	1
['GCA_223280']	1	1
['GCA_294701', 'GCA_294700']	1	2
['GCA_240291']	1	1
['GCA_208638']	1	1
['GCA_30416']	1	1
['GCA_209819']	1	1
['GCA_268059']	1	1
['GCA_290391', 'GCA_263873', 'GCA_138603']	1	3
['GCA_90696']	1	1
['GCA_146751']	1	1
['GCA_240165', 'GCA_209125']	1	2
['GCA_219422']	1	1
['GCA_37816', 'GCA_104915']	1	2
['GCA_128256']	1	1
['GCA_219403']	1	1
['GCA_311108']	1	1
['GCA_115376']	1	1
['GCA_134874']	1	1
['GCA_238115']	1	1
['GCA_51961']	1	1
['GCA_290861']	1	1
['GCA_171136']	1	1
['GCA_186129', 'GCA_179490']	1	2
['GCA_170307']	1	1
['GCA_314376']	1	1
['GCA_109597']	1	1
['GCA_194463']	1	1
['GCA_189220']	1	1
['GCA_280723']	1	1
['GCA_86736']	1	1
['GCA_216643']	1	1
['GCA_276087']	1	1
['GCA_130279']	1	1
['GCA_183285']	1	1
['GCA_111186']	1	1
['GCA_179072']	1	1
['GCA_193743']	1	1
['GCA_40411']	1	1
['GCA_295655']	1	1
['GCA_209793']	1	1
['GCA_220969']	1	1
['GCA_270833']	1	1
['GCA_8467']	1	1
['GCA_303358']	1	1
['GCA_111628', 'GCA_111627']	1	2
['GCA_139637', 'GCA_139634']	1	2
['GCA_127876']	1	1
['GCA_202945']	1	1
['GCA_294955', 'GCA_294952']	1	2
['GCA_230876']	1	1
['GCA_124938']	1	1
['GCA_178916']	1	1
['GCA_291120']	1	1
['GCA_133456']	1	1
['GCA_132346']	1	1
['GCA_277224']	1	1
['GCA_152519']	1	1
['GCA_298944']	1	1
['GCA_117359']	1	1
['GCA_90867']	1	1
['GCA_91910']	1	1
['GCA_141894']	1	1
['GCA_110155']	1	1
['GCA_91386']	1	1
['GCA_216559']	1	1
['GCA_194145']	1	1
['GCA_296521']	1	1
['GCA_265288']	1	1
['GCA_18809']	1	1
['GCA_317288', 'GCA_143650']	1	2
['GCA_304087', 'GCA_217415']	1	2
['GCA_138382']	1	1
['GCA_158594']	1	1
['GCA_173726']	1	1
['GCA_132630', 'GCA_132629']	1	2
['GCA_181555']	1	1
['GCA_200390']	1	1
['GCA_88179']	1	1
['GCA_173414']	1	1
['GCA_222746']	1	1
['GCA_305153']	1	1
['GCA_204196', 'GCA_158733']	1	2
['GCA_92327']	1	1
['GCA_189585']	1	1
['GCA_204761']	1	1
['GCA_201040', 'GCA_18308']	1	2
['GCA_152486']	1	1
['GCA_80214']	1	1
['GCA_53976', 'GCA_259350']	1	2
['GCA_315270']	1	1
['GCA_136120']	1	1
['GCA_227868']	1	1
['GCA_102815']	1	1
['GCA_307167']	1	1
['GCA_154212']	1	1
['GCA_81823']	1	1
['GCA_109106']	1	1
['GCA_107730']	1	1
['GCA_254642']	1	1
['GCA_135301', 'GCA_110023']	1	2
['GCA_285033']	1	1
['GCA_201136']	1	1
['GCA_265120']	1	1
['GCA_156640']	1	1
['GCA_102464']	1	1
['GCA_231481']	1	1
['GCA_111526']	1	1
['GCA_310162']	1	1
['GCA_265135']	1	1
['GCA_59927']	1	1
['GCA_21293']	1	1
['GCA_97889']	1	1
['GCA_215744']	1	1
['GCA_237710']	1	1
['GCA_119277']	1	1
['GCA_218595']	1	1
['GCA_181482']	1	1
['GCA_244047']	1	1
['GCA_290255']	1	1
['GCA_148886']	1	1
['GCA_134360']	1	1
['GCA_175682']	1	1
['GCA_37004']	1	1
['GCA_308872']	1	1
['GCA_141309']	1	1
['GCA_112324']	1	1
['GCA_111346']	1	1
['GCA_288930', 'GCA_288929']	1	2
['GCA_221179']	1	1
['GCA_132207']	1	1
['GCA_116521']	1	1
['GCA_151018']	1	1
['GCA_196480']	1	1
['GCA_92177']	1	1
['GCA_218591']	1	1
['GCA_121437']	1	1
['GCA_179896']	1	1
['GCA_158201']	1	1
['GCA_154166']	1	1
['GCA_52693']	1	1
['GCA_110148']	1	1
['GCA_104744']	1	1
['GCA_172766']	1	1
['GCA_137595']	1	1
['GCA_184658', 'GCA_184656']	1	2
['GCA_264356', 'GCA_264354']	1	2
['GCA_204932']	1	1
['GCA_227831']	1	1
['GCA_188302']	1	1
['GCA_251411']	1	1
['GCA_43140']	1	1
['GCA_282103']	1	1
['GCA_38609']	1	1
['GCA_243094']	1	1
['GCA_190736', 'GCA_190735']	1	2
['GCA_133606']	1	1
['GCA_317161']	1	1
['GCA_109116']	1	1
['GCA_235046']	1	1
['GCA_297148']	1	1
['GCA_169911']	1	1
['GCA_48290']	1	1
['GCA_295512']	1	1
['GCA_278940', 'GCA_146411']	1	2
['GCA_111496']	1	1
['GCA_169348']	1	1
['GCA_222722']	1	1
['GCA_124765']	1	1
['GCA_227788']	1	1
['GCA_64173']	1	1
['GCA_136034']	1	1
['GCA_245614']	1	1
['GCA_209062']	1	1
['GCA_139231']	1	1
['GCA_164596']	1	1
['GCA_304813']	1	1
['GCA_150209']	1	1
['GCA_25419']	1	1
['GCA_184399']	1	1
['GCA_277212']	1	1
['GCA_164577']	1	1
['GCA_10208']	1	1
['GCA_277723']	1	1
['GCA_268986']	1	1
['GCA_46468']	1	1
['GCA_111131']	1	1
['GCA_209032']	1	1
['GCA_149255']	1	1
['GCA_296448']	1	1
['GCA_117140']	1	1
['GCA_308999', 'GCA_151224']	1	2
['GCA_225821']	1	1
['GCA_131559']	1	1
['GCA_71235']	1	1
['GCA_104123']	1	1
['GCA_166989']	1	1
['GCA_146102']	1	1
['GCA_91554', 'GCA_187170', 'GCA_157756']	1	3
['GCA_160788', 'GCA_112203']	1	2
['GCA_221614', 'GCA_21257']	1	2
['GCA_144279']	1	1
['GCA_199100']	1	1
['GCA_113580']	1	1
['GCA_171295']	1	1
['GCA_145906']	1	1
['GCA_294786']	1	1
['GCA_195605']	1	1
['GCA_129314']	1	1
['GCA_293061']	1	1
['GCA_171616']	1	1
['GCA_252754']	1	1
['GCA_38651']	1	1
['GCA_155354']	1	1
['GCA_146388']	1	1
['GCA_259224']	1	1
['GCA_227705']	1	1
['GCA_266334']	1	1
['GCA_131682']	1	1
['GCA_117904']	1	1
['GCA_219702']	1	1
['GCA_209790']	1	1
['GCA_193562']	1	1
['GCA_151886']	1	1
['GCA_143293']	1	1
['GCA_208743']	1	1
['GCA_284372', 'GCA_284371']	1	2
['GCA_111292', 'GCA_111291']	1	2
['GCA_296401']	1	1
['GCA_11388']	1	1
['GCA_251544']	1	1
['GCA_42160']	1	1
['GCA_36068']	1	1
['GCA_188124', 'GCA_188123']	1	2
['GCA_183708']	1	1
['GCA_162753']	1	1
['GCA_175651']	1	1
['GCA_249102']	1	1
['GCA_134683']	1	1
['GCA_301106']	1	1
['GCA_180132']	1	1
['GCA_95610']	1	1
['GCA_279479', 'GCA_171953']	1	2
['GCA_283289']	1	1
['GCA_310901', 'GCA_189541']	1	2
['GCA_66836']	1	1
['GCA_217248']	1	1
['GCA_229448']	1	1
['GCA_213600', 'GCA_167197']	1	2
['GCA_218416']	1	1
['GCA_193398']	1	1
['GCA_219772']	1	1
['GCA_199963']	1	1
['GCA_281100']	1	1
['GCA_262870']	1	1
['GCA_132905']	1	1
['GCA_98268', 'GCA_114844']	1	2
['GCA_150321']	1	1
['GCA_209365']	1	1
['GCA_154382']	1	1
['GCA_269671']	1	1
['GCA_289894']	1	1
['GCA_291941']	1	1
['GCA_180017']	1	1
['GCA_132683']	1	1
['GCA_267187']	1	1
['GCA_220302']	1	1
['GCA_236912']	1	1
['GCA_295390']	1	1
['GCA_117196']	1	1
['GCA_136501']	1	1
['GCA_148440']	1	1
['GCA_319276', 'GCA_190763', 'GCA_144741']	1	3
['GCA_145075']	1	1
['GCA_68603', 'GCA_188082']	1	2
['GCA_36628']	1	1
['GCA_116049']	1	1
['GCA_171273']	1	1
['GCA_282121']	1	1
['GCA_33907']	1	1
['GCA_183188']	1	1
['GCA_242828', 'GCA_122173']	1	2
['GCA_140121']	1	1
['GCA_275839']	1	1
['GCA_148972', 'GCA_148971']	1	2
['GCA_106877']	1	1
['GCA_95851']	1	1
['GCA_129303']	1	1
['GCA_319384']	1	1
['GCA_114811']	1	1
['GCA_32155']	1	1
['GCA_211339']	1	1
['GCA_266665']	1	1
['GCA_267368']	1	1
['GCA_150620']	1	1
['GCA_262500', 'GCA_145149']	1	2
['GCA_137632']	1	1
['GCA_179367']	1	1
['GCA_197361']	1	1
['GCA_147244']	1	1
['GCA_155386']	1	1
['GCA_242583', 'GCA_242577']	1	2
['GCA_178627']	1	1
['GCA_163017']	1	1
['GCA_302574']	1	1
['GCA_269544']	1	1
['GCA_151903']	1	1
['GCA_89702']	1	1
['GCA_240732']	1	1
['GCA_85580']	1	1
['GCA_158725']	1	1
['GCA_22309']	1	1
['GCA_2935']	1	1
['GCA_124361']	1	1
['GCA_97188']	1	1
['GCA_114973']	1	1
['GCA_287783']	1	1
['GCA_137347', 'GCA_137346']	1	2
['GCA_197464']	1	1
['GCA_215116']	1	1
['GCA_185520', 'GCA_183235']	1	2
['GCA_74908']	1	1
['GCA_147250']	1	1
['GCA_170493']	1	1
['GCA_160929']	1	1
['GCA_159129']	1	1
['GCA_29726']	1	1
['GCA_268122']	1	1
['GCA_309664', 'GCA_128622']	1	2
['GCA_69254']	1	1
['GCA_309464']	1	1
['GCA_235229']	1	1
['GCA_132866']	1	1
['GCA_118167']	1	1
['GCA_9855']	1	1
['GCA_309157']	1	1
['GCA_233171']	1	1
['GCA_296440']	1	1
['GCA_92155']	1	1
['GCA_34651', 'GCA_289742']	1	2
['GCA_59010']	1	1
['GCA_129140']	1	1
['GCA_273776']	1	1
['GCA_171220']	1	1
['GCA_161583']	1	1
['GCA_179452']	1	1
['GCA_228583', 'GCA_131710']	1	2
['GCA_216802', 'GCA_216801']	1	2
['GCA_117456']	1	1
['GCA_252529']	1	1
['GCA_56226', 'GCA_254907', 'GCA_224714', 'GCA_173173', 'GCA_133233']	1	5
['GCA_270545']	1	1
['GCA_159298']	1	1
['GCA_230820']	1	1
['GCA_309803']	1	1
['GCA_261099', 'GCA_261098']	1	2
['GCA_42766']	1	1
['GCA_151241']	1	1
['GCA_265747', 'GCA_245122']	1	2
['GCA_246810']	1	1
['GCA_190841', 'GCA_145006']	1	2
['GCA_244794']	1	1
['GCA_280421']	1	1
['GCA_147399']	1	1
['GCA_35354']	1	1
['GCA_301896', 'GCA_241120']	1	2
['GCA_318424']	1	1
['GCA_209981']	1	1
['GCA_183019']	1	1
['GCA_185569']	1	1
['GCA_90200', 'GCA_168794']	1	2
['GCA_315099']	1	1
['GCA_149933', 'GCA_149931']	1	2
['GCA_160388']	1	1
['GCA_57137']	1	1
['GCA_174691']	1	1
['GCA_302966']	1	1
['GCA_202208']	1	1
